Timestamp,pres,temp1,umid,temp2,V450,B500,G550,Y570,O600,R650,temps1,temps2,lumina
1/28/2022 7:00,9.869.241.333,515.625,9.999.694.824,-16.484.375,42.013.709,24.431.977,17.234.389,12.948.282,14.720.229,19.543.694,515.625,-16.484.375,13.089.228
1/28/2022 8:00,9.862.845.459,5.234.375,9.999.694.824,-12.578.125,1.630.882.072,1.261.178.589,1.025.843.811,8.718.901.634,9.849.060.059,8.992.398.262,5.234.375,-12.578.125,6.673.940.467
1/28/2022 9:00,98.562.323,5.234.375,9.756.469.727,134.375,1.040.265.808,6.942.171.478,7.181.181.335,609.420.166,9.277.346.039,7.565.084.839,5.234.375,134.375,4.746.264.343
1/28/2022 10:00,9.856.159.668,5.234.375,8.914.489.746,3.546.875,1.102.469.635,173.589.386,1.242.170.258,1.561.181.641,7.230.484.772,9.465.499.878,5.234.375,3.546.875,7.311.313.859
1/28/2022 11:00,9.861.967.773,53.125,7.883.300.781,503.125,2.485.148.468,1.898.502.655,2.240.175.781,1.872.079.926,2.513.716.431,1.662.229.767,53.125,503.125,1.267.185.303
1/28/2022 12:00,9.858.446.655,53.125,7.668.151.855,534.375,2.769.428.406,216.702.713,2.321.370.087,2.074.624.939,2.604.058.228,2.249.769.897,53.125,534.375,1.418.627.869
1/28/2022 13:00,9.855.967.407,5.390.625,75,4,1.452.406.616,1.135.214.844,1.177.455.444,1.046.574.326,1.337.175.751,1.208.512.878,5.390.625,4,7.357.339.859
1/28/2022 14:00,9.849.181.519,546.875,6.794.433.594,5.890.625,1.261.438.675,1.487.692.871,1.283.291.016,127.712.944,9.674.182.892,9.255.734.253,546.875,5.890.625,7.202.543.717
1/28/2022 15:00,9.849.262.695,5.546.875,6.070.556.641,58.828.125,8.991.378.021,9.484.785.461,7.857.712.555,7.549.142.456,6.539.248.657,6.296.392.059,5.546.875,58.828.125,4.671.865.921
1/28/2022 16:00,9.851.599.121,5.625,6.868.896.484,3.390.625,3.639.437.485,2.526.103.401,2.055.267.143,1.680.451.584,1.772.192.955,1.384.843.159,5.625,3.390.625,1.305.829.573
1/28/2022 17:00,9.852.279.663,5.703.125,6.718.444.824,3.328.125,2.655.866.385,1.742.814.302,126.341.331,972.298.265,1.191.111.922,1.473.824.382,5.703.125,3.328.125,9.299.328.566
1/28/2022 18:00,985.461.853,578.125,7.545.776.367,2.453.125,0,0,1.325.722,1.177.117,1.226.686,0,578.125,2.453.125,3.729.525
1/28/2022 19:00,9.857.866.211,578.125,7.556.152.344,1.9375,0,0,0,0,0,0,578.125,1.9375,0
1/28/2022 20:00,9.863.474.731,578.125,8.750.305.176,9.453.125,0,0,0,0,0,0,578.125,9.453.125,0
1/28/2022 21:00,9.878.696.899,578.125,9.260.559.082,1.640.625,0,0,0,0,0,0,578.125,1.640.625,0
1/28/2022 22:00,9.883.782.959,5.859.375,9.999.694.824,78.125,150.049,0,1.325.722,1.177.117,1.226.686,0,5.859.375,78.125,5.230.014
1/28/2022 23:00,9.889.584.961,5.859.375,9.166.564.941,1.515.625,0,0,1.325.722,1.177.117,1.226.686,0,5.859.375,1.515.625,3.729.525
1/29/2022 0:00,9.893.618.164,59.375,8.789.367.676,765.625,0,0,0,0,0,0,59.375,765.625,0
1/29/2022 1:00,9.898.125,59.375,8.285.522.461,9.375,0,0,0,0,0,0,59.375,9.375,0
1/29/2022 2:00,9.905.043.945,6.015.625,7.534.179.688,1.796.875,0,0,1.325.722,1.177.117,1.226.686,0,6.015.625,1.796.875,3.729.525
1/29/2022 3:00,9.910.964.355,6.015.625,7.952.880.859,1.578.125,0,0,1.325.722,1.177.117,1.226.686,0,6.015.625,1.578.125,3.729.525
1/29/2022 4:00,9.914.066.162,609.375,8.078.918.457,12.890.625,0,0,0,0,0,0,609.375,12.890.625,0
1/29/2022 5:00,9.919.735.107,609.375,8.500.671.387,11.640.625,0,0,1.325.722,1.177.117,1.226.686,0,609.375,11.640.625,3.729.525
1/29/2022 6:00,9.925.419.312,6.171.875,8.162.231.445,1,0,0,0,0,0,0,6.171.875,1,0
1/29/2022 7:00,9.931.034.546,625,7.934.570.313,8.515.625,60.019.586,35.833.564,22.537.276,17.656.747,20.853.659,31.039.985,625,8.515.625,187.940.817
1/29/2022 8:00,9.939.177.856,625,7.353.820.801,1.234.375,2.836.375.427,1.962.376.213,1.578.272.343,1.302.597.237,155.004.015,1.651.327.133,625,1.234.375,108.809.885
1/29/2022 9:00,994.732.605,625,6.913.452.148,340.625,9.769.774.628,1.359.681.244,1.112.863.007,1.293.113.708,8.288.900.757,993.033.905,625,340.625,6.564.559.402
1/29/2022 10:00,9.951.074.829,6.328.125,6.191.101.074,584.375,1.339.733.582,1.828.142.242,1.469.863.129,168.102.951,1.170.309.143,1.198.900.986,6.328.125,584.375,8.687.978.592
1/29/2022 11:00,9.954.354.858,640.625,5.880.126.953,515.625,1.203.636.932,1.644.181.061,1.226.761.627,1.454.658.661,8.045.874.786,958.277.359,640.625,515.625,7.292.103.119
1/29/2022 12:00,9.952.331.543,6.484.375,4.945.678.711,93.828.125,1.273.047.485,1.685.042.267,1.313.359.833,1.490.699.005,865.973.053,9.895.856.476,6.484.375,93.828.125,7.617.707.291
1/29/2022 13:00,9.951.444.702,6.640.625,5.499.572.754,465.625,1.485.397.491,9.946.959.686,9.351.139.069,8.325.256.348,1.047.642.212,8.032.092.285,6.640.625,465.625,6.098.584.442
1/29/2022 14:00,9.947.234.497,6.796.875,5.583.190.918,27.265.625,1.544.171.906,1.290.860.138,1.160.805.054,1.064.584.122,1.291.195.984,118.743.576,6.796.875,27.265.625,7.539.052.964
1/29/2022 15:00,9.947.017.822,6.796.875,5.655.212.402,25.703.125,8.036.022.186,8.216.473.389,6.627.285.767,6.322.528.458,5.433.359.528,5.104.468.155,6.796.875,25.703.125,3.974.013.748
1/29/2022 16:00,9.943.140.869,6.875,6.376.342.773,1.015.625,3.832.850.647,260.510.025,2.152.575.111,1.675.036.812,1.710.122.681,1.194.579.506,6.875,1.015.625,1.317.026.501
1/29/2022 17:00,9.941.959.229,7.109.375,8.159.484.863,-27.421.875,3.817.245.483,2.694.032.431,2.041.612.148,1.590.284.467,1.790.961.266,1.950.920.582,7.109.375,-27.421.875,1.388.505.638
1/29/2022 18:00,9.940.465.088,71.875,7.991.638.184,-2.984.375,0,0,0,0,0,0,71.875,-2.984.375,0
1/29/2022 19:00,9.937.106.934,7.265.625,7.892.456.055,-36.171.875,0,0,0,0,0,0,7.265.625,-36.171.875,0
1/29/2022 20:00,9.931.849.365,734.375,8.649.597.168,-496.875,0,0,0,0,0,0,734.375,-496.875,0
1/29/2022 21:00,9.923.043.823,7.421.875,9.039.611.816,-4.953.125,0,0,0,0,0,0,7.421.875,-4.953.125,0
1/29/2022 22:00,9.912.393.799,0.75,9.459.533.691,-6.375,0,0,0,0,0,0,0.75,-6.375,0
1/29/2022 23:00,9.901.903.687,0.75,9.745.178.223,-69.375,0,0,0,0,0,0,0.75,-69.375,0
1/30/2022 0:00,9.887.357.788,0.75,9.092.407.227,-52.421.875,0,0,0,0,0,0,0.75,-52.421.875,0
1/30/2022 1:00,9.872.011.108,0.75,6.874.694.824,-25.625,0,0,0,0,0,0,0.75,-25.625,0
1/30/2022 2:00,9.855.794.678,7.421.875,8.031.311.035,-303.125,0,0,0,0,0,0,7.421.875,-303.125,0
1/30/2022 3:00,984.546.875,0.75,8.087.158.203,-19.921.875,0,0,0,0,0,0,0.75,-19.921.875,0
1/30/2022 4:00,9.833.579.102,7.578.125,7.275.695.801,2.421.875,150.049,0,1.325.722,1.177.117,2.453.372,1.149.629,7.578.125,2.421.875,7.606.329
1/30/2022 5:00,9.819.752.197,7.578.125,8.519.897.461,-1.328.125,0,0,1.325.722,1.177.117,1.226.686,0,7.578.125,-1.328.125,3.729.525
1/30/2022 6:00,9.806.329.956,7.578.125,7.734.985.352,421.875,0,0,0,1.177.117,1.226.686,0,7.578.125,421.875,2.403.802
1/30/2022 7:00,9.796.057.129,7.578.125,7.328.186.035,96.875,30.009.793,16.287.984,9.280.056,7.062.699,8.586.801,10.346.662,7.578.125,96.875,81.573.995
1/30/2022 8:00,9.793.410.034,765.625,8.484.191.895,203.125,2.107.287.407,1.393.599.796,1.286.480.808,1.034.450.054,1.341.380.882,1.181.128.883,765.625,203.125,834.432.783
1/30/2022 9:00,9.789.331.055,7.578.125,7.770.385.742,159.375,9.899.980.927,6.899.184.418,6.244.696.426,5.786.827.087,7.584.414.673,7.319.883.728,7.578.125,159.375,4.373.498.726
1/30/2022 10:00,9.782.805.176,765.625,641.784.668,49.296.875,100.919.487,1.563.245.544,1.149.556.046,143.485.611,7.195.944.977,9.537.174.225,765.625,49.296.875,683.016.449
1/30/2022 11:00,9.784.918.823,7.734.375,6.303.100.586,5.859.375,119.653.511,1.620.569.305,1.172.574.921,1.431.396.179,7.671.837.616,1.068.585.052,7.734.375,5.859.375,7.256.844.329
1/30/2022 12:00,9.777.000.732,78.125,504.699.707,10.734.375,1.147.709.351,1.547.378.998,1.181.869.431,1.356.053.467,7.587.880.707,882.882.843,78.125,10.734.375,6.874.682.161
1/30/2022 13:00,9.772.581.177,796.875,5.076.599.121,133.046.875,1.389.892.731,1.804.091.949,1.522.146.912,1.583.406.677,1.131.670.227,1.094.873.886,796.875,133.046.875,8.526.082.382
1/30/2022 14:00,9.765.430.298,8.125,5.377.502.441,8.859.375,2.579.268.799,2.405.307.312,2.665.382.385,2.397.682.037,2.698.492.737,1.895.146.484,8.125,8.859.375,1.464.127.975
1/30/2022 15:00,976.248.291,8.359.375,6.102.294.922,6.765.625,9.799.816.895,80.672.966,9.185.410.309,6.894.363.403,9.133.750.916,579.569.664,8.359.375,6.765.625,4.887.633.476
1/30/2022 16:00,9.762.609.253,859.375,6.282.348.633,5.046.875,6.470.410.919,4.821.731.567,5.036.153.412,4.270.696.259,5.308.114.624,4.691.061.401,859.375,5.046.875,3.059.816.818
1/30/2022 17:00,9.761.203.613,890.625,6.643.981.934,321.875,5.488.790.989,3.558.924.437,2.729.661.942,2.061.131.001,2.461.958.408,2.501.592.875,890.625,321.875,1.880.205.965
1/30/2022 18:00,9.762.845.459,921.875,706.451.416,15.078.125,0,0,0,0,0,0,921.875,15.078.125,0
1/30/2022 19:00,9.766.702.881,9.453.125,7.280.883.789,2,0,0,0,0,0,0,9.453.125,2,0
1/30/2022 20:00,976.347.168,9.609.375,8.157.043.457,221.875,0,0,0,0,0,0,9.609.375,221.875,0
1/30/2022 21:00,9.762.890.015,9.609.375,794.128.418,2.109.375,0,0,0,0,0,0,9.609.375,2.109.375,0
1/30/2022 22:00,9.769.197.388,96.875,8.244.628.906,159.375,0,0,0,0,0,0,96.875,159.375,0
1/30/2022 23:00,9.776.213.379,9.765.625,7.333.679.199,34.453.125,0,0,0,0,0,0,9.765.625,34.453.125,0
1/31/2022 0:00,9.784.051.514,984.375,9.989.013.672,165.625,150.049,0,1.325.722,1.177.117,1.226.686,0,984.375,165.625,5.230.014
1/31/2022 1:00,9.781.670.532,1,9.765.319.824,14.765.625,0,0,0,1.177.117,1.226.686,0,1,14.765.625,2.403.802
1/31/2022 2:00,9.783.926.392,10.078.125,9.725.952.148,140.625,0,0,0,0,0,0,10.078.125,140.625,0
1/31/2022 3:00,9.784.190.063,1.015.625,9.245.300.293,13.515.625,0,0,0,0,0,0,1.015.625,13.515.625,0
1/31/2022 4:00,9.782.661.133,10.234.375,9.688.110.352,1.453.125,150.049,0,1.325.722,1.177.117,1.226.686,0,10.234.375,1.453.125,5.230.014
1/31/2022 5:00,9.784.216.309,10.234.375,977.355.957,13.046.875,0,0,0,1.177.117,1.226.686,0,10.234.375,13.046.875,2.403.802
1/31/2022 6:00,9.790.778.198,103.125,9.999.694.824,203.125,0,0,1.325.722,1.177.117,1.226.686,0,103.125,203.125,3.729.525
1/31/2022 7:00,9.794.263.916,10.390.625,9.999.694.824,1.953.125,19.506.365,9.772.791,7.954.334,5.885.583,7.360.115,8.047.404,10.390.625,1.953.125,58.526.591
1/31/2022 8:00,9.794.456.177,10.390.625,9.999.694.824,109.375,1.909.072.876,1.050.412.083,1.048.911.381,798.085.022,1.106.102.467,9.169.441.223,10.390.625,109.375,6.829.527.951
1/31/2022 9:00,9.800.620.117,103.125,9.999.694.824,1.25,1.050.112.915,673.949.585,7.464.476.013,6.240.984.726,9.230.886.841,7.549.944.305,103.125,1.25,4.772.691.689
1/31/2022 10:00,9.803.322.754,103.125,9.981.079.102,28.046.875,2.780.083.618,1.854.230.194,2.316.159.363,1.863.126.984,28.770.578,2.148.916.779,103.125,28.046.875,1.383.957.474
1/31/2022 11:00,9.799.741.211,10.390.625,6.875.305.176,7.390.625,1.213.094.635,1.612.571.564,1.221.546.097,1.427.533.264,8.411.608.124,9.684.566.498,10.390.625,7.390.625,7.284.363.022
1/31/2022 12:00,9.793.584.595,109.375,5.480.041.504,92.109.375,180.001.297,1.833.959.503,1.812.769.928,1.791.525.879,1.829.819.031,1.236.613.388,109.375,92.109.375,103.047.007
1/31/2022 13:00,9.791.702.271,1.203.125,5.276.794.434,9.1875,2.250.249.939,1.918.661.652,2.011.415.253,1.816.355.438,2.112.588.806,1.716.488.647,1.203.125,9.1875,1.182.575.974
1/31/2022 14:00,9.786.798.706,13.515.625,5.003.967.285,6.1875,1.440.945.129,1.042.566.757,1.241.362.076,9.739.854.431,1.265.837.479,8.441.726.685,13.515.625,6.1875,6.808.869.553
1/31/2022 15:00,9.787.277.832,153.125,4.888.916.016,59.140.625,7.575.221.252,7.804.387.665,6.283.658.218,6.091.460.419,4.941.703.796,4.764.752.579,153.125,59.140.625,3.746.118.393
1/31/2022 16:00,9.787.838.135,1.703.125,5.807.189.941,33.359.375,5.294.177.628,3.616.095.352,4.494.065.857,3.162.206.078,4.164.107.513,2.314.778.137,1.703.125,33.359.375,2.304.543.056
1/31/2022 17:00,978.861.084,1.8125,7.728.881.836,-421.875,6.016.963.005,3.725.061.893,2.717.730.522,1.963.430.405,2.151.606.798,1.918.730.974,1.8125,-421.875,184.935.236
1/31/2022 18:00,9.791.137.695,18.515.625,8.695.678.711,-1.515.625,0,0,0,0,0,0,18.515.625,-1.515.625,0
1/31/2022 19:00,979.300.293,182.421.875,7.955.627.441,-41.796.875,0,0,0,0,0,0,182.421.875,-41.796.875,0
1/31/2022 20:00,9.794.868.164,1.796.875,7.215.576.172,6.796.875,0,0,0,0,0,0,1.796.875,6.796.875,0
1/31/2022 21:00,9.797.347.412,17.421.875,9.046.936.035,-1.75,0,0,0,0,0,0,17.421.875,-1.75,0
1/31/2022 22:00,9.797.539.673,1.6875,9.182.128.906,-22.890.625,0,0,0,0,0,0,1.6875,-22.890.625,0
1/31/2022 23:00,9.793.371.582,16.328.125,9.812.011.719,-3.078.125,0,0,0,0,0,0,16.328.125,-3.078.125,0
2/1/2022 00:00,9.793.881.836,1.578.125,9.901.123.047,-29.453.125,0,0,0,0,0,0,1.578.125,-29.453.125,0
2/1/2022 01:00,9.800.692.749,153.125,9.875.183.105,-33.515.625,0,0,0,0,0,0,153.125,-33.515.625,0
2/1/2022 02:00,9.801.615.601,14.921.875,9.999.694.824,-36.328.125,0,0,0,0,0,0,14.921.875,-36.328.125,0
2/1/2022 03:00,9.802.268.677,14.453.125,9.999.694.824,-4.140.625,0,0,0,0,0,0,14.453.125,-4.140.625,0
2/1/2022 04:00,9.804.213.257,14.140.625,9.999.694.824,-46.875,0,0,0,0,0,0,14.140.625,-46.875,0
2/1/2022 05:00,9.807.952.881,13.828.125,9.999.694.824,-48.359.375,0,0,0,0,0,0,13.828.125,-48.359.375,0
2/1/2022 06:00,9.808.571.777,13.515.625,9.999.694.824,-44.375,0,0,0,0,0,0,13.515.625,-44.375,0
2/1/2022 07:00,9.812.952.271,13.203.125,9.999.694.824,-32.109.375,25.508.322,16.287.984,7.954.334,5.885.583,6.133.429,6.897.775,13.203.125,-32.109.375,68.667.426
2/1/2022 08:00,9.822.331.543,1.296.875,9.999.694.824,-3.5,1.851.904.297,1.462.498.093,1.164.381.886,1.007.493.973,1.131.617.641,1.146.525.002,1.296.875,-3.5,7.764.420.892
2/1/2022 09:00,9.830.385.132,12.734.375,910.736.084,-1.015.625,6.377.230.835,6.072.323.227,5.594.812.775,5.388.015.366,5.242.241.669,4.969.961.548,12.734.375,-1.015.625,3.364.458.542
2/1/2022 10:00,9.832.287.598,12.578.125,7.906.188.965,1.546.875,1.779.238.434,1.308.189.087,1.447.738.342,1.219.859.085,1.670.162.354,1.355.616.455,12.578.125,1.546.875,8.780.803.757
2/1/2022 11:00,9.835.789.795,12.421.875,6.963.195.801,34.140.625,2.098.156.586,1.471.715.851,1.766.652.985,1.433.123.474,2.098.410.797,1.440.954.437,12.421.875,34.140.625,1.030.901.413
2/1/2022 12:00,9.831.585.693,1.234.375,6.645.202.637,528.125,2.358.335.571,1.850.701.904,2.091.378.937,1.765.576.019,2.292.822.418,1.761.026.459,1.234.375,528.125,1.211.984.131
2/1/2022 13:00,9.828.571.167,12.265.625,660.369.873,521.875,2.409.544.525,1.744.853.363,2.124.430.542,1.734.692.535,2.363.878.021,1.694.184.875,12.265.625,521.875,1.207.158.386
2/1/2022 14:00,9.829.865.723,12.265.625,6.366.882.324,48.203.125,1.916.435.394,1.396.353.149,1.675.408.173,1.348.894.043,1.847.684.174,1.362.862.701,12.265.625,48.203.125,9.547.637.634
2/1/2022 15:00,9.831.260.986,1.234.375,7.045.593.262,371.875,1.368.529.968,9.623.318.481,1.143.468.323,9.161.981.964,1.279.413.376,9.602.489.471,1.234.375,371.875,6.630.190.659
2/1/2022 16:00,9.830.646.973,1.265.625,7.691.955.566,23.203.125,6.605.004.883,4.554.934.692,5.007.518.005,4.013.143.158,5.522.171.402,4.480.564.499,1.265.625,23.203.125,3.018.333.664
2/1/2022 17:00,9.831.752.319,1.3125,8.751.220.703,671.875,8.527.282.715,5.199.124.336,4.331.134.319,3.209.996.939,4.235.745.907,3.879.998.207,1.3125,671.875,2.938.328.242
2/1/2022 18:00,9.836.193.848,13.515.625,9.445.800.781,-1.046.875,150.049,1.628.798,1.325.722,1.177.117,1.226.686,1.149.629,13.515.625,-1.046.875,8.008.442
2/1/2022 19:00,9.838.112.793,1.375,9.999.694.824,-1.796.875,0,0,0,0,0,0,1.375,-1.796.875,0
2/1/2022 20:00,9.835.634.155,1.375,9.999.694.824,-1.609.375,0,0,0,0,0,0,1.375,-1.609.375,0
2/1/2022 21:00,983.321.167,13.671.875,9.999.694.824,-13.359.375,0,0,0,0,0,0,13.671.875,-13.359.375,0
2/1/2022 22:00,9.830.494.385,134.375,9.999.694.824,-14.453.125,0,0,0,0,0,0,134.375,-14.453.125,0
2/1/2022 23:00,982.352.417,1.328.125,9.999.694.824,-14.140.625,0,0,0,0,0,0,1.328.125,-14.140.625,0
2/2/2022 00:00,9.819.706.421,1.3125,9.999.694.824,-28.203.125,0,0,0,0,0,0,1.3125,-28.203.125,0
2/2/2022 01:00,9.810.265.503,1.296.875,9.999.694.824,-4.265.625,0,0,0,0,0,0,1.296.875,-4.265.625,0
2/2/2022 02:00,9.804.873.657,12.734.375,9.999.694.824,-453.125,0,0,0,0,0,0,12.734.375,-453.125,0
2/2/2022 03:00,979.987.793,12.578.125,9.999.694.824,-45.625,0,0,0,0,0,0,12.578.125,-45.625,0
2/2/2022 04:00,9.794.227.905,12.421.875,9.999.694.824,-50.703.125,0,0,0,0,0,0,12.421.875,-50.703.125,0
2/2/2022 05:00,9.792.061.157,12.265.625,9.999.694.824,-4.703.125,0,0,0,0,0,0,12.265.625,-4.703.125,0
2/2/2022 06:00,9.789.031.982,12.109.375,9.999.694.824,-5.390.625,0,0,0,0,0,0,12.109.375,-5.390.625,0
2/2/2022 07:00,9.789.996.948,11.953.125,9.999.694.824,-5.296.875,19.506.365,14.659.185,7.954.334,5.885.583,4.906.743,5.748.145,11.953.125,-5.296.875,58.660.355
2/2/2022 08:00,978.661.499,11.796.875,9.999.694.824,-4.765.625,1.488.335.514,1.317.535.019,1.004.764.843,8.909.594.536,9.006.326.675,9.261.411.667,11.796.875,-4.765.625,6.528.368.664
2/2/2022 09:00,9.787.141.113,11.640.625,9.861.755.371,-14.921.875,5.574.318.695,5.747.378.159,5.251.450.729,5.096.090.698,5.111.231.613,5.082.395.172,11.640.625,-14.921.875,3.186.286.507
2/2/2022 10:00,9.783.755.493,11.484.375,9.344.482.422,1.640.625,9.073.727.417,9.820.079.803,8.844.960.022,9.039.431,8.264.966.583,8.122.096.252,11.484.375,1.640.625,5.316.526.108
2/2/2022 11:00,9.780.540.771,11.328.125,6.374.511.719,5.75,1.146.361.084,1.576.693.878,1.166.405.029,1.400.514.832,7.880.815.125,945.426.178,11.328.125,5.75,7.023.482.514
2/2/2022 12:00,9.774.000.854,1.125,4.659.118.652,92.734.375,1.187.849.426,1.519.402.466,1.148.337.326,1.317.911.987,7.935.181.427,8.884.043.884,1.125,92.734.375,6.855.423.736
2/2/2022 13:00,9.768.572.388,11.328.125,4.840.393.066,128.984.375,1.444.738.617,1.851.573.029,1.558.103.027,1.622.726.746,1.190.330.353,1.146.717.911,11.328.125,128.984.375,8.814.189.683
2/2/2022 14:00,9.767.849.121,11.640.625,464.263.916,971.875,1.161.871.796,1.411.826.477,1.178.307.419,1.190.457.077,8.835.549.164,8.492.415.619,11.640.625,971.875,6.675.259.247
2/2/2022 15:00,9.770.187.378,12.265.625,4.721.984.863,7.296.875,7.336.794.281,7.355.490.875,5.478.944.778,537.742.157,4.145.093.918,4.107.739.639,12.265.625,7.296.875,3.380.148.506
2/2/2022 16:00,976.980.957,13.359.375,5.628.356.934,45.859.375,4.328.612.518,2.906.916.428,250.150.528,1.935.650.444,195.423.317,1.336.788.654,13.359.375,45.859.375,1.496.370.649
2/2/2022 17:00,9.774.985.352,1.453.125,673.034.668,22.421.875,1.024.984.455,7.168.342.113,5.594.547.749,4.242.328.167,4.609.885.216,4.234.084.129,1.453.125,22.421.875,3.609.903.192
2/2/2022 18:00,9.783.094.482,1.546.875,7.836.303.711,3.984.375,150.049,0,0,0,0,0,1.546.875,3.984.375,150.049
2/2/2022 19:00,9.786.375.732,1.578.125,8.224.182.129,-296.875,0,0,0,0,0,0,1.578.125,-296.875,0
2/2/2022 20:00,9.794.252.319,1.5625,9.562.683.105,-22.578.125,0,0,0,0,0,0,1.5625,-22.578.125,0
2/2/2022 21:00,9.799.298.706,153.125,970.123.291,-3.125,0,0,0,0,0,0,153.125,-3.125,0
2/2/2022 22:00,9.804.188.843,14.921.875,9.976.501.465,-26.171.875,0,0,0,0,0,0,14.921.875,-26.171.875,0
2/2/2022 23:00,9.807.952.271,1.453.125,9.999.694.824,-290.625,0,0,0,0,0,0,1.453.125,-290.625,0
2/3/2022 00:00,9.816.062.012,1.421.875,9.785.766.602,-15.859.375,0,0,0,0,0,0,1.421.875,-15.859.375,0
2/3/2022 01:00,982.324.585,1.390.625,9.974.365.234,-17.109.375,0,0,0,0,0,0,1.390.625,-17.109.375,0
2/3/2022 02:00,9.833.138.428,13.671.875,9.999.694.824,-13.671.875,0,0,0,0,0,0,13.671.875,-13.671.875,0
2/3/2022 03:00,983.654.541,13.359.375,9.961.853.027,-10.703.125,0,0,0,0,0,0,13.359.375,-10.703.125,0
2/3/2022 04:00,9.843.894.043,1.3125,9.465.942.383,-1.359.375,0,0,0,0,0,0,1.3125,-1.359.375,0
2/3/2022 05:00,9.849.816.895,12.890.625,9.485.778.809,-15.625,0,0,0,0,1.226.686,0,12.890.625,-15.625,1.226.686
2/3/2022 06:00,9.858.953.247,12.734.375,9.407.348.633,-171.875,0,0,1.325.722,1.177.117,1.226.686,0,12.734.375,-171.875,3.729.525
2/3/2022 07:00,9.868.665.771,1.265.625,8.878.479.004,125,22.507.343,13.030.387,7.954.334,5.885.583,6.133.429,6.897.775,1.265.625,125,62.408.851
2/3/2022 08:00,9.879.147.949,1.25,8.843.994.141,1.328.125,2.086.280.632,1.339.849.567,1.087.489.891,8.397.549.629,9.396.412.849,8.399.189.949,1.25,1.328.125,7.132.935.333
2/3/2022 09:00,9.885.814.819,12.421.875,8.244.934.082,13.671.875,8.496.372.223,6.117.441.177,5.944.935.989,49.958.004,6.620.913.696,5.780.794.907,12.421.875,13.671.875,3.795.625.839
2/3/2022 10:00,9.892.686.157,1.234.375,812.286.377,18.359.375,1.416.902.924,1.034.563.141,1.153.162.384,9.547.425.079,1.282.396.393,1.042.817.917,1.234.375,18.359.375,6.884.585.267
2/3/2022 11:00,9.901.005.249,1.234.375,8.111.877.441,1.921.875,1.362.389.679,9.847.636.414,108.716.362,9.083.638.763,1.237.544.327,103.669.899,1.234.375,1.921.875,6.616.924.134
2/3/2022 12:00,9.905.612.793,1.234.375,7.376.708.984,303.125,1.836.454.773,1.410.326.538,1.690.072.479,1.391.348.419,1.823.150.635,1.353.299.408,1.234.375,303.125,9.504.652.252
2/3/2022 13:00,9.902.884.521,12.421.875,5.496.826.172,92.578.125,1.166.632.462,1.052.115.936,8.975.717.926,8.401.244.354,714.720.993,6.051.013.947,12.421.875,92.578.125,5.276.267.014
2/3/2022 14:00,9.912.182.007,1.265.625,6.340.026.855,315.625,2.267.784.424,1.473.392.944,1.881.987.915,1.469.917.603,2.363.684.998,1.449.925.079,1.265.625,315.625,1.090.669.296
2/3/2022 15:00,9.914.971.313,1.3125,5.922.546.387,31.484.375,1.469.847.412,1.284.287.872,1.693.940.582,1.428.877.869,1.476.047.974,8.381.038.666,1.3125,31.484.375,8.191.105.576
2/3/2022 16:00,9.922.109.985,13.671.875,6.591.186.523,4.609.375,4.858.285.141,3.344.086.075,2.983.803.177,2.328.101.158,2.366.399.574,162.017.231,13.671.875,4.609.375,1.750.084.744
2/3/2022 17:00,9.927.670.898,140.625,6.826.171.875,-10.234.375,1.362.444.496,9.784.192.085,8.023.270.607,616.809.082,6.729.598.522,5.726.302.147,140.625,-10.234.375,5.005.589.914
2/3/2022 18:00,9.933.934.937,14.140.625,7.271.118.164,-12.890.625,4.501.469,3.257.597,2.651.444,2.354.233,2.453.372,2.299.258,14.140.625,-12.890.625,17.517.373
2/3/2022 19:00,9.935.521.851,140.625,7.987.670.898,-21.015.625,0,0,0,0,0,0,140.625,-21.015.625,0
2/3/2022 20:00,9.938.013.306,13.828.125,8.056.945.801,-22.421.875,0,0,0,0,0,0,13.828.125,-22.421.875,0
2/3/2022 21:00,9.938.764.038,13.515.625,8.786.621.094,-303.125,0,0,0,0,0,0,13.515.625,-303.125,0
2/3/2022 22:00,9.937.009.888,13.359.375,9.088.745.117,-33.984.375,0,0,0,0,0,0,13.359.375,-33.984.375,0
2/3/2022 23:00,9.934.464.722,1.3125,9.531.555.176,-43.671.875,0,0,0,0,0,0,1.3125,-43.671.875,0
2/4/2022 00:00,9.937.748.413,12.890.625,9.620.056.152,-44.140.625,0,0,0,0,0,0,12.890.625,-44.140.625,0
2/4/2022 01:00,9.936.226.807,1.265.625,797.668.457,-27.734.375,0,0,0,0,0,0,1.265.625,-27.734.375,0
2/4/2022 02:00,9.931.876.831,12.421.875,8.461.608.887,-26.796.875,0,0,0,0,0,0,12.421.875,-26.796.875,0
2/4/2022 03:00,9.931.062.012,12.265.625,8.175.354.004,-2.265.625,0,0,0,0,0,0,12.265.625,-2.265.625,0
2/4/2022 04:00,9.929.285.889,12.109.375,9.044.189.453,-21.640.625,0,0,0,0,0,0,12.109.375,-21.640.625,0
2/4/2022 05:00,9.928.186.646,1.1875,9.451.599.121,-21.953.125,0,0,0,1.177.117,1.226.686,0,1.1875,-21.953.125,2.403.802
2/4/2022 06:00,9.929.550.781,11.796.875,8.738.098.145,-2.140.625,0,0,1.325.722,1.177.117,1.226.686,0,11.796.875,-2.140.625,3.729.525
