Timestamp,pres,temp1,umid,temp2,V450,B500,G550,Y570,O600,R650,temps1,temps2,lumina
2/4/2022 07:00,9.926.083.374,11.640.625,8.315.734.863,-22.265.625,19.506.365,9.772.791,6.628.611,5.885.583,6.133.429,8.047.404,11.640.625,-22.265.625,55.974.182
2/4/2022 08:00,9.924.069.824,11.484.375,9.074.707.031,-209.375,2.321.557.426,1.542.797.852,134.401.722,1.099.073.696,1.427.984.905,1.365.184.498,11.484.375,-209.375,9.100.615.597
2/4/2022 09:00,9.923.852.539,1.140.625,877.532.959,-5.859.375,5.058.750.534,4.364.365.005,337.820.549,3.375.146.484,2.642.035.675,2.653.573.799,1.140.625,-5.859.375,2.147.207.699
2/4/2022 10:00,9.924.631.348,11.328.125,6.839.294.434,3.515.625,9.893.585.205,1.393.802.643,1.056.377.411,1.276.149.292,7.149.612.427,87.809.021,11.328.125,3.515.625,6.308.739.319
2/4/2022 11:00,9.920.667.114,1.125,6.059.570.313,61.484.375,1.124.370.422,1.461.387.939,1.088.090.515,1.275.945.129,7.516.467.285,8.516.863.251,1.125,61.484.375,6.553.127.059
2/4/2022 12:00,9.912.238.159,1.125,4.801.330.566,130.546.875,1.805.920.868,1.531.579.437,1.631.950.531,1.426.264.801,1.715.846.405,1.151.865.234,1.125,130.546.875,9.263.427.276
2/4/2022 13:00,9.905.317.383,11.328.125,4.411.315.918,118.203.125,3.051.348.572,2.335.999.146,3.024.285.278,2.391.721.954,3.293.119.202,2.066.309.967,11.328.125,118.203.125,1.616.278.412
2/4/2022 14:00,9.902.497.559,11.796.875,4.193.725.586,12.546.875,1.522.334.747,1.690.154.114,1.536.864.777,1.484.302.673,1.298.657.379,1.137.743.073,11.796.875,12.546.875,8.670.056.763
2/4/2022 15:00,9.898.207.398,141.796.875,4.752.502.442,79.140.625,1.233.899.575,9.686.251.452,1.070.646.362,8.775.284.195,1.134.357.796,963.519.325,141.796.875,79.140.625,6.248.576.622
2/4/2022 16:00,9.895.440.674,17.734.375,5.990.600.586,4,1.986.198.044,1.385.130.119,1.274.151.611,1.020.324.612,1.284.585.381,1.183.428.192,17.734.375,4,8.133.817.959
2/4/2022 17:00,9.895.187.378,19.609.375,7.846.374.512,6.875,7.502.448,4.886.395,3.977.167,2.354.233,3.680.057,3.448.887,19.609.375,6.875,25.849.188
2/4/2022 18:00,9.895.629.883,2.078.125,8.335.266.113,703.125,0,0,0,0,0,0,2.078.125,703.125,0
2/4/2022 19:00,9.894.719.238,21.328.125,8.370.056.152,8.984.375,0,0,0,0,0,0,21.328.125,8.984.375,0
2/4/2022 20:00,9.896.699.219,21.328.125,8.710.327.148,921.875,0,0,0,0,0,0,21.328.125,921.875,0
2/4/2022 21:00,9.891.838.379,2.109.375,7.324.523.926,13.671.875,0,0,0,0,0,0,2.109.375,13.671.875,0
2/4/2022 22:00,9.888.903.809,20.859.375,8.319.702.148,9.375,0,0,0,0,0,0,20.859.375,9.375,0
2/4/2022 23:00,9.887.476.807,20.703.125,859.588.623,984.375,0,0,0,0,0,0,20.703.125,984.375,0
2/5/2022 00:00,9.885.773.926,20.390.625,8.840.026.855,4.296.875,0,0,0,0,0,0,20.390.625,4.296.875,0
2/5/2022 01:00,9.882.114.258,20.234.375,9.192.199.707,-10.390.625,0,0,0,0,0,0,20.234.375,-10.390.625,0
2/5/2022 02:00,9.879.107.666,19.921.875,9.787.597.656,-46.875,0,0,0,0,0,0,19.921.875,-46.875,0
2/5/2022 03:00,9.875.250.854,1.9375,862.121.582,-125,0,0,0,0,0,0,1.9375,-125,0
2/5/2022 04:00,9.874.005.737,1.890.625,8.901.367.188,-2.109.375,0,0,0,0,0,0,1.890.625,-2.109.375,0
2/5/2022 05:00,9.873.803.101,184.375,8.811.950.684,-3.359.375,0,0,0,0,0,0,184.375,-3.359.375,0
2/5/2022 06:00,9.874.562.988,18.046.875,944.732.666,-4.140.625,16.505.385,9.772.791,6.628.611,4.708.466,6.133.429,9.197.033,18.046.875,-4.140.625,52.945.714
2/5/2022 07:00,9.876.934.204,1.765.625,9.694.519.043,-5.859.375,194.763.546,1.366.724.777,1.207.865.524,9.896.018.982,1.222.760.391,1.128.820.705,1.765.625,-5.859.375,7.863.408.755
2/5/2022 08:00,987.803.833,17.265.625,8.597.106.934,11.953.125,8.223.283.386,6.267.616.272,6.549.200.439,5.495.604.324,7.335.704.041,6.077.054.214,17.265.625,11.953.125,3.994.846.268
2/5/2022 09:00,9.876.307.983,16.953.125,7.417.297.363,803.125,2.609.986.572,27.137.146,2.702.901.917,2.646.564.941,2.651.704.102,2.423.899.841,16.953.125,803.125,1.574.877.197
2/5/2022 10:00,987.729.248,16.953.125,7.708.435.059,40.234.375,1.224.555.206,9.347.886.658,9.919.481.659,8.687.151.337,1.121.878.357,9.492.440.796,16.953.125,40.234.375,6.091.129.608
2/5/2022 11:00,98.746.875,17.421.875,7.497.558.594,44.453.125,1.585.015.564,1.102.960.358,1.419.010.315,1.152.012.329,1.602.646.637,1.172.015.991,17.421.875,44.453.125,8.033.661.194
2/5/2022 12:00,9.871.386.719,1.8125,6.767.272.949,5.421.875,2.276.571.655,1.595.419.769,2.044.932.098,1.612.933.197,2.321.012.268,1.730.358.734,1.8125,5.421.875,1.158.122.772
2/5/2022 13:00,9.866.091.919,18.984.375,666.229.248,66.796.875,2.072.727.203,1.478.098.145,1.930.045.776,151.417.572,221.422.699,1.482.052.307,18.984.375,66.796.875,1.069.132.614
2/5/2022 14:00,9.863.890.381,2,6.783.752.441,73.984.375,1.721.345.978,1.300.820.007,1.490.135.498,1.275.517.349,1.669.018.097,1.336.355.286,2,73.984.375,8.793.192.215
2/5/2022 15:00,9.868.255.615,2.125,5.936.889.648,7.4375,7.303.932.953,5.018.490.601,6.111.844.635,4.648.080.063,6.088.286.972,3.764.575.577,2.125,7.4375,329.352.108
2/5/2022 16:00,9.885.195.313,2.265.625,853.302.002,40.546.875,2.945.461.035,2.119.066.715,1.932.903.051,1.566.742.063,1.955.337.167,2.067.033.052,2.265.625,40.546.875,1.258.654.308
2/5/2022 17:00,9.900.106.201,23.984.375,9.999.694.824,2.390.625,4.501.469,1.628.798,2.651.444,2.354.233,2.453.372,2.299.258,23.984.375,2.390.625,15.888.574
2/5/2022 18:00,9.909.754.028,2.5,9.999.694.824,17.734.375,0,0,1.325.722,1.177.117,1.226.686,0,2.5,17.734.375,3.729.525
2/5/2022 19:00,9.915.592.041,2.546.875,9.999.694.824,13.515.625,0,0,1.325.722,1.177.117,1.226.686,0,2.546.875,13.515.625,3.729.525
2/5/2022 20:00,9.923.771.973,2.5625,9.999.694.824,12.109.375,0,0,0,0,0,0,2.5625,12.109.375,0
2/5/2022 21:00,992.473.877,25.546.875,9.999.694.824,109.375,0,0,0,0,0,0,25.546.875,109.375,0
2/5/2022 22:00,9.927.313.843,253.125,9.999.694.824,-2.265.625,0,0,0,0,0,0,253.125,-2.265.625,0
2/5/2022 23:00,992.968.811,2.5,9.999.694.824,-15.390.625,0,0,0,0,0,0,2.5,-15.390.625,0
2/6/2022 00:00,9.929.533.691,2.453.125,9.999.694.824,-16.484.375,0,0,0,0,0,0,2.453.125,-16.484.375,0
2/6/2022 01:00,9.934.389.038,2.375,9.999.694.824,-1.734.375,0,0,0,0,0,0,2.375,-1.734.375,0
2/6/2022 02:00,9.932.736.816,22.890.625,9.999.694.824,-159.375,0,0,0,0,0,0,22.890.625,-159.375,0
2/6/2022 03:00,993.199.585,22.109.375,9.999.694.824,-24.453.125,0,0,0,0,0,0,22.109.375,-24.453.125,0
2/6/2022 04:00,9.933.812.256,21.328.125,9.999.694.824,-2.890.625,0,0,0,0,0,0,21.328.125,-2.890.625,0
2/6/2022 05:00,9.937.246.094,20.703.125,9.999.694.824,-3.296.875,0,0,0,0,0,0,20.703.125,-3.296.875,0
2/6/2022 06:00,9.937.061.768,19.921.875,9.999.694.824,-33.203.125,10.503.427,8.143.992,5.302.889,4.708.466,3.680.057,5.748.145,19.921.875,-33.203.125,38.086.977
2/6/2022 07:00,9.935.483.398,19.296.875,9.999.694.824,-3.140.625,164.138.546,1.705.026.054,1.611.017.609,161.076.622,1.500.604.725,1.956.783.676,19.296.875,-3.140.625,1.002.558.374
2/6/2022 08:00,993.303.833,18.671.875,9.629.516.602,1.953.125,694.406.662,1.056.904.068,7.329.967.499,9.406.712.341,4.548.965.073,6.042.812.347,18.671.875,1.953.125,4.484.156.456
2/6/2022 09:00,9.932.141.113,1.8125,8.368.225.098,38.515.625,100.683.548,1.392.913.818,1.031.259.537,1.243.278.275,6.816.453.552,8.227.765.656,1.8125,38.515.625,6.178.709.031
2/6/2022 10:00,992.729.126,178.125,7.040.405.273,7.296.875,1.403.521.271,1.675.541.229,1.288.948.822,1.457.986.145,9.742.295.074,1.057.722.931,178.125,7.296.875,7.857.949.905
2/6/2022 11:00,9.920.119.019,1.765.625,5.480.041.504,94.453.125,1.285.549.927,1.269.869.003,1.246.516.342,114.268.158,1.014.208.145,7.494.473.267,1.765.625,94.453.125,6.708.272.324
2/6/2022 12:00,9.912.709.351,18.046.875,5.989.685.059,76.484.375,2.196.685.944,1.542.631.531,2.348.214.569,1.628.496.399,261.406.311,127.952.301,18.046.875,76.484.375,1.160.961.456
2/6/2022 13:00,9.905.371.094,1.9375,4.927.062.988,1.159.375,1.450.836.334,1.612.788.086,1.405.547.791,135.242.569,1.137.912.064,1.075.606.232,1.9375,1.159.375,8.035.116.197
2/6/2022 14:00,9.898.227.539,21.484.375,5.956.115.723,6.703.125,1.276.677.856,9.722.371.674,9.740.442.657,8.540.408.325,1.004.153.824,8.388.634.491,21.484.375,6.703.125,5.920.017.395
2/6/2022 15:00,9.889.302.368,2.390.625,5.697.937.012,5.984.375,8.867.443.085,7.201.569.366,7.525.461.578,5.962.094.879,6.920.716.095,5.748.604.965,2.390.625,5.984.375,4.222.588.997
2/6/2022 16:00,9.885.984.497,259.375,6.490.783.691,33.359.375,2.390.429.878,1.644.109.154,1.488.388.252,1.171.466.351,1.446.139.812,1.272.409.439,259.375,33.359.375,9.412.942.886
2/6/2022 17:00,9.879.846.802,27.265.625,6.744.689.941,21.953.125,25.508.322,14.659.185,9.280.056,5.885.583,6.133.429,6.897.775,27.265.625,21.953.125,68.364.349
2/6/2022 18:00,9.876.981.201,27.890.625,6.942.138.672,153.125,0,0,0,0,0,0,27.890.625,153.125,0
2/6/2022 19:00,9.872.221.069,27.890.625,7.138.671.875,14.296.875,0,0,0,0,0,0,27.890.625,14.296.875,0
2/6/2022 20:00,986.531.189,27.578.125,7.077.636.719,178.125,0,0,0,0,0,0,27.578.125,178.125,0
2/6/2022 21:00,9.858.658.447,2.703.125,6.158.447.266,32.578.125,0,0,1.325.722,1.177.117,1.226.686,1.149.629,2.703.125,32.578.125,4.879.154
2/6/2022 22:00,9.846.193.848,265.625,6.361.999.512,2.796.875,0,0,0,0,0,0,265.625,2.796.875,0
2/6/2022 23:00,9.833.479.614,2.609.375,6.290.588.379,278.125,0,0,0,0,0,0,2.609.375,278.125,0
2/7/2022 00:00,9.821.903.687,25.703.125,6.497.802.734,28.828.125,0,0,0,0,0,0,25.703.125,28.828.125,0
2/7/2022 01:00,9.814.656.982,25.390.625,6.287.231.445,2.6875,0,0,0,0,0,0,25.390.625,2.6875,0
2/7/2022 02:00,9.803.266.602,25.078.125,5.604.248.047,34.296.875,0,0,0,0,0,0,25.078.125,34.296.875,0
2/7/2022 03:00,9.787.011.108,2.484.375,6.425.476.074,2.203.125,0,0,0,0,0,0,2.484.375,2.203.125,0
2/7/2022 04:00,9.776.455.688,24.609.375,567.199.707,403.125,0,0,0,0,0,0,24.609.375,403.125,0
2/7/2022 05:00,9.766.835.327,2.4375,5.575.561.523,36.953.125,0,0,0,0,0,0,2.4375,36.953.125,0
2/7/2022 06:00,9.759.801.025,2.421.875,5.627.746.582,35.703.125,9.002.937,4.886.395,2.651.444,2.354.233,2.453.372,2.299.258,2.421.875,35.703.125,2.364.764
2/7/2022 07:00,9.758.726.807,24.140.625,592.590.332,27.890.625,1.471.530.151,1.016.858.864,9.470.959.663,7.301.653.385,9.160.889.626,8.334.810.257,24.140.625,27.890.625,5.915.220.308
2/7/2022 08:00,9.756.674.805,240.625,5.997.619.629,40.859.375,8.404.992.676,6.250.188.065,618.635.025,5.419.444.656,6.943.286.896,5.888.975.143,240.625,40.859.375,3.909.323.769
2/7/2022 09:00,9.755.217.285,240.625,6.172.790.527,4.1875,1.796.836.281,1.319.978.237,1.473.540.211,1.205.838.203,1.551.512.241,1.253.670.502,240.625,4.1875,8.601.375.675
2/7/2022 10:00,9.749.735.718,24.296.875,6.618.652.344,4.5625,8.113.146.973,6.429.681.396,5.810.773.087,5.273.717.499,6.183.723.068,5.782.634.354,24.296.875,4.5625,3.759.367.638
2/7/2022 11:00,9.750.621.338,24.609.375,6.167.297.363,69.765.625,188.276.001,1.448.291.779,1.534.261.322,1.332.042.847,1.761.263.733,1.550.119.781,24.609.375,69.765.625,9.508.739.472
2/7/2022 12:00,9.741.621.094,25.078.125,6.201.171.875,71.328.125,2.366.247.559,1.722.793.274,2.177.988.434,1.729.061.432,2.397.062.836,1.702.976.532,25.078.125,71.328.125,1.209.613.007
2/7/2022 13:00,9.739.330.444,2.578.125,6.013.793.945,940.625,1.960.279.236,1.587.150.879,1.695.366.669,1.473.641.968,1.785.507.507,1.554.347.992,2.578.125,940.625,1.005.629.425
2/7/2022 14:00,9.736.903.687,2.6875,5.751.647.949,8.796.875,536.860.199,4.296.118.927,411.451.149,3.747.232.819,4.493.595.505,4.213.850.403,2.6875,8.796.875,2.623.391.113
2/7/2022 15:00,9.733.685.913,2.828.125,724.609.375,59.140.625,1.420.213.318,1.029.237.747,1.031.014.156,8.697.713.852,1.119.228.077,9.987.977.982,2.828.125,59.140.625,6.468.262.481
2/7/2022 16:00,9.733.572.388,2.984.375,9.127.807.617,4.625,8.834.882.736,6.036.326.885,5.538.867.474,4.482.459.545,559.491.396,5.300.940.037,2.984.375,4.625,3.578.839.064
2/7/2022 17:00,9.740.044.556,3.109.375,9.129.333.496,4.140.625,16.505.385,9.772.791,5.302.889,4.708.466,4.906.743,5.748.145,3.109.375,4.140.625,46.944.419
2/7/2022 18:00,975.696.228,31.953.125,9.986.877.441,4.140.625,0,0,0,1.177.117,1.226.686,0,31.953.125,4.140.625,2.403.802
2/7/2022 19:00,9.775.123.291,32.421.875,9.999.694.824,21.171.875,0,0,1.325.722,1.177.117,1.226.686,0,32.421.875,21.171.875,3.729.525
2/7/2022 20:00,9.787.594.604,3.265.625,9.999.694.824,171.875,0,0,1.325.722,1.177.117,1.226.686,0,3.265.625,171.875,3.729.525
2/7/2022 21:00,9.795.766.602,3.265.625,9.999.694.824,1.671.875,0,0,0,0,0,0,3.265.625,1.671.875,0
2/7/2022 22:00,9.802.302.246,32.421.875,9.999.694.824,134.375,0,0,0,0,0,0,32.421.875,134.375,0
2/7/2022 23:00,9.805.923.462,3.203.125,9.693.908.691,78.125,0,0,0,0,0,0,3.203.125,78.125,0
2/8/2022 00:00,9.815.197.144,315.625,946.105.957,11.640.625,0,0,0,1.177.117,1.226.686,0,315.625,11.640.625,2.403.802
2/8/2022 01:00,9.825.108.032,31.015.625,9.620.361.328,128.125,0,0,0,0,0,0,31.015.625,128.125,0
2/8/2022 02:00,983.319.458,3.046.875,9.945.068.359,9.609.375,0,0,0,0,0,0,3.046.875,9.609.375,0
2/8/2022 03:00,9.842.341.309,2.984.375,9.987.182.617,7.734.375,0,0,0,1.177.117,1.226.686,0,2.984.375,7.734.375,2.403.802
2/8/2022 04:00,985.506.897,29.296.875,9.999.694.824,5.078.125,0,0,0,0,0,0,29.296.875,5.078.125,0
2/8/2022 05:00,9.867.923.584,28.671.875,9.937.438.965,2.578.125,0,0,1.325.722,1.177.117,1.226.686,0,28.671.875,2.578.125,3.729.525
2/8/2022 06:00,9.875.713.501,28.046.875,8.874.816.895,625,9.002.937,4.886.395,2.651.444,2.354.233,1.226.686,2.299.258,28.046.875,625,22.420.954
2/8/2022 07:00,9.888.513.794,2.75,9.033.508.301,359.375,196.189.003,1.233.977.604,890.752.697,6.817.858.696,7.562.517.643,7.047.226.429,2.75,359.375,6.229.380.608
2/8/2022 08:00,9.899.742.432,26.953.125,9.066.162.109,2.25,9.085.739.136,6.695.305.634,6.905.430.603,5.608.176.804,7.685.404.205,6.402.000.427,26.953.125,2.25,4.238.205.681
2/8/2022 09:00,9.907.745.361,26.328.125,8.378.295.898,3.9375,1.454.348.907,1.194.621.048,1.233.466.797,1.068.733.292,1.345.170.288,120.911.232,26.328.125,3.9375,7.505.452.652
2/8/2022 10:00,9.916.137.695,26.015.625,7.098.693.848,6.359.375,1.491.001.129,1.161.749.573,8.796.257.019,9.050.246.429,9.121.273.041,1.000.515.747,26.015.625,6.359.375,6.350.044.098
2/8/2022 11:00,9.919.587.402,26.328.125,6.916.503.906,928.125,3.376.593.933,2.911.066.895,3.180.791.626,2.800.622.559,334.688.446,2.739.674.988,26.328.125,928.125,1.835.563.446
2/8/2022 12:00,9.921.192.932,27.578.125,6.912.536.621,803.515.625,2.237.521.553,1.862.389.183,1.954.476.242,1.705.322.685,1.994.720.115,161.653.183,27.578.125,803.515.625,1.137.096.161
2/8/2022 13:00,9.922.798.462,28.828.125,6.908.569.336,67.890.625,1.098.449.173,8.137.114.716,7.281.608.582,6.100.228.119,6.425.557.709,4.933.886.719,28.828.125,67.890.625,4.386.288.758
2/8/2022 14:00,9.926.072.388,30.234.375,6.777.648.926,5.984.375,9.405.942.535,9.596.235.657,7.677.004.242,7.345.763.397,5.876.051.712,5.312.691.879,30.234.375,5.984.375,4.521.368.942
2/8/2022 15:00,9.927.368.774,31.484.375,679.107.666,5.984.375,1.415.329.285,1.167.568.512,1.587.925.415,1.202.514.496,1.743.602.905,1.283.914.185,31.484.375,5.984.375,8.400.854.798
2/8/2022 16:00,993.105.957,3.234.375,7.268.371.582,3.0625,2.933.156.967,2.144.476.128,2.055.532.265,1.604.292.107,1.778.939.629,167.592.926,3.234.375,3.0625,1.219.232.636
2/8/2022 17:00,9.934.573.975,3.296.875,8.323.669.434,115.625,11.703.819,7.492.473,53.028.889,38.844.846,45.387.372,57.481.457,3.296.875,115.625,386.705.484
2/8/2022 18:00,9.938.300.171,3.3125,9.421.386.719,765.625,0,0,0,0,0,0,3.3125,765.625,0
2/8/2022 19:00,9.937.996.826,326.953.125,9.710.540.772,-7.734.375,0,0,0,0,0,0,326.953.125,-7.734.375,0
2/8/2022 20:00,9.937.693.481,32.265.625,9.999.694.824,-23.125,0,0,0,0,0,0,32.265.625,-23.125,0
2/8/2022 21:00,993.499.939,3.140.625,9.999.694.824,-23.125,0,0,0,0,0,0,3.140.625,-23.125,0
2/8/2022 22:00,99.315.802,30.234.375,9.999.694.824,-13.203.125,0,0,0,0,0,0,30.234.375,-13.203.125,0
2/8/2022 23:00,9.929.689.331,29.140.625,9.999.694.824,-12.578.125,0,0,0,0,0,0,29.140.625,-12.578.125,0
2/9/2022 00:00,9.924.376.831,2.796.875,9.999.694.824,-9.921.875,0,0,0,0,0,0,2.796.875,-9.921.875,0
2/9/2022 01:00,9.922.271.729,26.953.125,9.999.694.824,-4.609.375,0,0,0,0,0,0,26.953.125,-4.609.375,0
2/9/2022 02:00,9.922.952.271,26.171.875,9.432.067.871,546.875,0,0,0,0,1.226.686,0,26.171.875,546.875,1.226.686
2/9/2022 03:00,9.919.699.097,2.546.875,9.999.694.824,-203.125,0,0,0,0,0,0,2.546.875,-203.125,0
2/9/2022 04:00,9.922.982.178,2.484.375,9.999.694.824,953.125,0,0,1.325.722,1.177.117,1.226.686,0,2.484.375,953.125,3.729.525
2/9/2022 05:00,9.927.711.182,2.4375,9.999.694.824,1.046.875,0,0,1.325.722,1.177.117,1.226.686,0,2.4375,1.046.875,3.729.525
2/9/2022 06:00,9.935.172.119,23.984.375,9.927.368.164,22.734.375,4.501.469,3.257.597,1.325.722,1.177.117,1.226.686,2.299.258,23.984.375,22.734.375,13.787.848
2/9/2022 07:00,9.941.955.566,2.390.625,9.999.694.824,16.640.625,2.195.816.422,1.646.878.052,1.206.937.504,101.726.408,1.072.859.383,132.816.658,2.390.625,16.640.625,8.467.922.021
2/9/2022 08:00,9.951.546.021,23.984.375,9.857.177.734,32.890.625,6.672.977.448,4.576.109.314,5.082.553.864,4.061.640.549,5.385.641.479,4.509.305.191,23.984.375,32.890.625,3.028.822.785
2/9/2022 09:00,9.958.247.681,2.421.875,9.270.324.707,53.828.125,1.869.908.142,1.459.784.393,1.635.391.388,1.403.940.125,1.736.290.588,1.378.327.789,2.421.875,53.828.125,9.483.642.425
2/9/2022 10:00,996.526.123,246.875,8.804.321.289,578.125,1.505.562.744,1.232.109.604,1.229.696.045,1.103.653.946,1.332.419.281,1.259.597.778,246.875,578.125,7.663.039.398
2/9/2022 11:00,9.967.171.631,2.546.875,7.536.621.094,98.828.125,2.749.159.546,223.316.391,243.543.457,2.077.514.954,2.658.493.958,2.139.953.156,2.546.875,98.828.125,1.429.372.009
2/9/2022 12:00,9.968.283.081,2.671.875,7.162.475.586,91.015.625,3.326.159.363,2.524.195.099,3.065.904.541,2.547.718.964,3.374.430.847,2.469.454.498,2.671.875,91.015.625,1.730.786.331
2/9/2022 13:00,9.969.556.274,284.375,642.578.125,92.421.875,2.432.960.052,1.797.471.771,2.097.342.529,1.773.380.127,2.263.216.095,1.827.858.124,284.375,92.421.875,121.922.287
2/9/2022 14:00,9.970.404.663,30.546.875,5.643.615.723,100.078.125,1.061.694.717,1.225.435.791,1.024.336.777,9.669.814.301,7.764.530.182,6.802.573.395,30.546.875,100.078.125,5.735.159.073
2/9/2022 15:00,9.971.186.523,328.125,6.171.569.824,6.578.125,5.763.830.566,4.316.152.954,3.784.804.153,3.101.466.751,288.173.027,2.144.747.925,328.125,6.578.125,2.199.273.262
2/9/2022 16:00,9.972.282.715,3.484.375,6.940.612.793,47.265.625,3.243.758.392,2.289.113.235,227.387.867,1.774.856.377,1.976.190.758,1.384.728.336,3.484.375,47.265.625,1.294.252.577
2/9/2022 17:00,9.976.098.429,35.546.875,7.717.997.233,3.916.666.667,2.162.555.611,152.607.549,1.515.963.304,1.183.276.822,1.317.501.395,923.190.545,35.546.875,3.916.666.667,8.628.563.167
2/9/2022 18:00,9.979.914.144,3.625,8.495.381.673,3.106.770.833,108.135.283,763.037.745,7.580.479.381,5.916.972.668,6.588.120.317,4.616.527.539,3.625,3.106.770.833,4.314.600.566
2/9/2022 19:00,9.983.729.858,36.953.125,9.272.766.113,2.296.875,150.049,0,1.325.722,1.177.117,1.226.686,1.149.629,36.953.125,2.296.875,6.379.643
2/9/2022 20:00,9.985.371.704,36.796.875,9.639.282.227,2.3125,0,0,0,1.177.117,1.226.686,0,36.796.875,2.3125,2.403.802
2/9/2022 21:00,9.984.941.406,3.640.625,9.965.820.313,19.765.625,0,0,0,0,0,0,3.640.625,19.765.625,0
2/9/2022 22:00,9.985.892.334,36.015.625,9.999.694.824,-15.625,0,0,0,0,0,0,36.015.625,-15.625,0
2/9/2022 23:00,9.986.339.722,35.546.875,9.999.694.824,-0.75,0,0,0,0,0,0,35.546.875,-0.75,0
2/10/2022 00:00,9.987.154.541,34.921.875,9.999.694.824,1.015.625,0,0,0,0,0,0,34.921.875,1.015.625,0
2/10/2022 01:00,9.985.715.332,340.625,9.999.694.824,3.359.375,0,0,0,0,0,0,340.625,3.359.375,0
2/10/2022 02:00,99.859.021,3.3125,9.999.694.824,53.125,0,0,0,0,0,0,3.3125,53.125,0
2/10/2022 03:00,9.986.312.256,32.265.625,9.999.694.824,1.078.125,0,0,0,0,0,0,32.265.625,1.078.125,0
2/10/2022 04:00,998.255.249,31.484.375,9.999.694.824,1.375,0,0,0,0,0,0,31.484.375,1.375,0
2/10/2022 05:00,9.982.959.595,31.015.625,9.999.694.824,1.640.625,0,0,0,1.177.117,1.226.686,0,31.015.625,1.640.625,2.403.802
2/10/2022 06:00,9.978.591.309,30.546.875,9.999.694.824,34.375,9.002.937,6.515.194,3.977.167,353.135,3.680.057,6.897.775,30.546.875,34.375,33.604.479
2/10/2022 07:00,9.980.402.832,30.234.375,9.745.178.223,8.984.375,1.909.973.145,15.286.273,1.158.150.864,1.055.520.344,9.517.854.691,1.041.793.919,30.234.375,8.984.375,7.645.851.041
2/10/2022 08:00,9.983.509.521,3,819.519.043,73.203.125,1.064.731.827,1.221.998.291,1.084.510.803,1.182.837.753,9.993.230.438,1.002.886.505,3,73.203.125,6.556.288.223
2/10/2022 09:00,9.985.265.503,296.875,6.471.252.441,92.890.625,1.054.487,9.367.100.525,7.038.362.122,7.251.235.962,6.565.441.895,724.119.873,296.875,92.890.625,4.800.820.923
2/10/2022 10:00,9.986.853.027,30.078.125,5.995.178.223,171.875,1.179.031.143,1.607.598.267,1.175.200.424,1.409.487.762,7.851.872.253,8.886.356.354,30.078.125,171.875,7.045.140.457
2/10/2022 11:00,9.982.609.253,3.125,5.459.594.727,22.390.625,1.237.872.162,1.547.681.274,1.153.924.484,1.326.981.659,8.020.361.328,8.318.801.117,3.125,22.390.625,6.900.375.824
2/10/2022 12:00,9.977.147.827,33.515.625,4.976.501.465,2.240.625,1.587.827.148,1.845.665.131,1.606.014.252,1.613.333.588,1.277.430.344,1.078.331.833,33.515.625,2.240.625,9.008.602.296
2/10/2022 13:00,997.050.293,3.703.125,4.382.019.043,19.609.375,1.359.293.976,1.459.946.594,1.326.303.711,1.263.431.549,1.057.553.406,8.540.856.171,3.703.125,19.609.375,7.320.614.853
2/10/2022 14:00,9.964.949.951,41.484.375,5.142.822.266,123.828.125,1.039.136.658,1.006.441.116,9.224.141.693,8.321.999.359,735.316.925,5.892.556,41.484.375,123.828.125,5.124.764.404
2/10/2022 15:00,9.964.093.018,46.015.625,611.328.125,103.828.125,6.769.758.606,5.078.104.782,4.963.504.028,3.904.966.354,4.041.439.056,2.747.958.565,46.015.625,103.828.125,2.750.573.139
2/10/2022 16:00,9.958.204.956,49.140.625,6.776.733.398,796.875,3.133.322.334,2.218.423.462,1.996.007.347,1.526.955.509,1.650.260.353,1.172.391.796,49.140.625,796.875,116.973.608
2/10/2022 17:00,9.955.493.164,509.375,8.332.824.707,44.765.625,397.629.738,270.380.527,217.418.447,171.859.011,214.670.017,270.162.851,509.375,44.765.625,1.542.120.591
2/10/2022 18:00,9.954.107.056,5.171.875,9.375.305.176,3.4375,0,0,0,1.177.117,1.226.686,0,5.171.875,3.4375,2.403.802
2/10/2022 19:00,9.948.308.105,51.640.625,9.455.871.582,20.703.125,0,0,1.325.722,1.177.117,2.453.372,0,51.640.625,20.703.125,495.621
2/10/2022 20:00,9.946.838.379,51.015.625,9.999.694.824,6.875,0,0,1.325.722,1.177.117,1.226.686,0,51.015.625,6.875,3.729.525
2/10/2022 21:00,9.945.510.864,5,9.999.694.824,-3.203.125,0,0,0,0,0,0,5,-3.203.125,0
2/10/2022 22:00,9.942.016.602,48.671.875,9.999.694.824,-10.078.125,0,0,0,0,0,0,48.671.875,-10.078.125,0
2/10/2022 23:00,9.939.091.187,47.109.375,9.999.694.824,-11.015.625,0,0,0,0,0,0,47.109.375,-11.015.625,0
2/11/2022 00:00,9.938.747.559,4.546.875,9.999.694.824,-13.125,0,0,0,0,0,0,4.546.875,-13.125,0
2/11/2022 01:00,9.936.807.861,4.375,9.999.694.824,-10.390.625,0,0,0,0,0,0,4.375,-10.390.625,0
2/11/2022 02:00,993.381.958,422.265.625,9.999.694.824,-133.984.375,0,0,0,0,0,0,422.265.625,-133.984.375,0
2/11/2022 03:00,9.930.831.299,40.703.125,9.999.694.824,-1.640.625,0,0,0,0,0,0,40.703.125,-1.640.625,0
